[20190308,0.536 ,0.514,0.667,44,32,10,10,17,122],
[20190305,0.400 ,0.229,0.826,45,26,5,2,21,95],
[20190302,0.506 ,0.424,0.706,39,23,14,7,13,120],
[20190228,0.402 ,0.225,0.9,47,16,5,3,12,96],
[20190227,0.494 ,0.354,0.714,37,21,7,3,8,125],
[20190225,0.505 ,0.341,0.846,49,35,9,8,15,121],
[20190223,0.467 ,0.389,0.7,46,26,8,10,17,112],
[20190221,0.457 ,0.413,0.833,49,32,5,11,15,125],
[20190213,0.402 ,0.342,0.889,49,26,1,10,8,107],
[20190212,0.494 ,0.317,0.667,40,29,12,7,6,115],
[20190210,0.537 ,0.361,0.731,36,28,8,5,12,120],
[20190208,0.506 ,0.345,0.714,49,30,5,9,18,117],
[20190206,0.579 ,0.471,0.714,52,42,14,5,11,141],
[20190202,0.467 ,0.324,0.947,45,31,4,9,10,115],
[20190131,0.466 ,0.289,0.688,37,30,13,7,15,104],
[20190128,0.541 ,0.419,0.813,48,39,9,7,12,132],
[20190126,0.446 ,0.364,0.853,53,25,8,7,14,115],
[20190124,0.568 ,0.35,0.905,50,34,5,6,15,126],
[20190121,0.510 ,0.432,0.737,50,41,8,6,10,130],
[20190118,0.488 ,0.243,0.704,43,31,11,8,10,112],
[20190116,0.480 ,0.49,0.806,57,33,8,5,10,147],
[20190115,0.600 ,0.538,0.7,50,38,6,4,10,142],
[20190113,0.455 ,0.422,0.833,49,26,9,8,10,119],
[20190111,0.576 ,0.462,0.846,49,38,6,8,12,146],
[20190108,0.510 ,0.311,0.833,49,36,9,10,15,122],
[20190105,0.505 ,0.447,0.857,47,29,5,8,13,127],
[20190103,0.520 ,0.378,0.933,47,33,8,6,14,134],
[20181231,0.548 ,0.5,0.813,44,31,7,8,15,132],
[20181229,0.500 ,0.48,0.821,42,27,9,4,12,115],
[20181227,0.425 ,0.295,0.4,59,36,10,9,15,109],
[20181225,0.409 ,0.25,0.762,37,28,5,1,13,101],
[20181223,0.452 ,0.35,0.861,46,22,9,8,7,129],
[20181222,0.459 ,0.349,0.938,54,34,7,7,13,120],
[20181219,0.400 ,0.323,0.944,48,18,10,9,12,103],
[20181217,0.435 ,0.387,0.889,42,23,10,5,10,110],
[20181214,0.458 ,0.375,0.75,60,32,5,0,18,130],
[20181212,0.476 ,0.231,0.692,40,28,5,11,19,93],
[20181210,0.419 ,0.442,0.905,49,25,6,5,16,116],
[20181207,0.449 ,0.413,0.857,43,32,7,6,17,105],
[20181205,0.529 ,0.529,0.875,46,29,6,5,8,129],
[20181203,0.585 ,0.542,0.864,39,33,10,8,20,128],
[20181201,0.459 ,0.231,0.857,44,23,6,5,14,102],
[20181129,0.485 ,0.367,0.85,46,27,6,5,14,128],
[20181126,0.488 ,0.371,0.913,46,21,8,7,14,116],
[20181124,0.466 ,0.294,0.862,54,28,5,6,14,117],
[20181123,0.565 ,0.531,0.75,42,29,11,11,14,125],
[20181121,0.434 ,0.241,0.667,42,24,7,10,17,95],
[20181118,0.407 ,0.192,0.81,46,20,6,4,11,92],
[20181117,0.447 ,0.273,0.941,47,24,6,6,12,109],
[20181115,0.421 ,0.222,0.818,44,18,2,5,16,86],
[20181113,0.429 ,0.444,0.952,48,28,8,6,13,110],
[20181112,0.468 ,0.387,0.696,46,27,7,8,17,116],
[20181110,0.554 ,0.438,0.81,36,27,9,7,10,116],
[20181108,0.483 ,0.357,0.773,38,31,5,6,18,111],
[20181105,0.506 ,0.542,0.957,46,29,4,4,13,117],
[20181102,0.489 ,0.382,0.773,61,31,3,9,16,116],
[20181031,0.528 ,0.5,0.7,46,39,10,4,17,131],
[20181029,0.552 ,0.533,0.731,50,34,8,9,7,149],
[20181028,0.494 ,0.333,0.875,47,28,11,7,12,120],
[20181026,0.586 ,0.485,0.833,39,26,10,6,14,128],
[20181024,0.576 ,0.455,0.92,48,37,6,5,15,144],
[20181022,0.511 ,0.378,0.731,40,35,12,4,14,123],
[20181021,0.456 ,0.241,0.792,40,22,4,6,18,98],
[20181019,0.563 ,0.526,0.889,43,27,10,6,16,124],
[20181016,0.442 ,0.269,0.944,58,28,7,7,21,108],
