[20181107,0.466,0.306,0.913,53,17,10,4,21,114], 
[20181105,0.57,0.394,0.929,43,21,9,3,14,124], 
[20181104,0.5,0.286,0.929,49,32,8,4,11,121], 
[20181102,0.506,0.364,0.619,39,29,11,10,13,107], 
[20181030,0.511,0.407,0.857,43,29,13,6,15,129], 
[20181029,0.379,0.2,0.786,51,25,9,8,10,109], 
[20181026,0.484,0.407,0.85,50,23,10,5,12,116], 
[20181024,0.517,0.344,0.75,44,26,9,8,16,112], 
[20181022,0.575,0.385,0.857,46,36,10,8,13,127], 
[20181020,0.443,0.345,0.806,52,21,5,5,17,117], 
[20181019,0.467,0.371,0.737,49,24,3,3,12,113], 
[20181017,0.489,0.424,0.6,44,21,6,7,10,116], 
